text,iso_code,language_name,source,usage
"説教というか,アジテーションが始まります。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"参考文献リストを見る限りでは,本を書くにあたって読んだのかはわからないが,広範囲に亘って本を読んでいて勉強していることはわかった。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"文殊菩薩私が幸福になっていない以上,世界伝道などはありえない!",ja,Japanese,Universal Dependencies Treebanks,preprocessing
しばらくの完全休養とリハビリが必要とのことでした。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"いまのところ,訴訟沙汰になったとか,米・中・朝の軍が幸福の科学を襲撃したといった話は聞きません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
バームクーヘンでも周りにお砂糖がたっぷり付いているもの。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"しかし,心配には及ばないようです。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"いったい,“次世紀ファーム研究所”とは何なのか。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"その後,一部の会員に渡すための賞状にサインしてくださいと頼まれ,サインをいたしました。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"事前に海老澤代表からは“40歳くらいとお若いけれど,とても家系のことに詳しい先生”と聞かされていた。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
“1000万円当たりますように”というのもありました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"いつもどおりなので,たぶん何も問題ありません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
震災に乗じて末端信者から献金を集めようとの意図が判る。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"Ad Plannerもサイトの月間利用者の推定データだと思うので,Twitterアカウント数でも,Twitter利用者数でもないだろう。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"“天聖稲荷大権現神社”を出て,“箱根大天狗山神社”へ向かう。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
みんな自分の立場から主張しています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"“鶴”は統一教会教祖・文鮮明の妻,韓鶴子が由来か。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
“心筋梗塞になったが神様に命を救っていただいた”,ja,Japanese,Universal Dependencies Treebanks,preprocessing
広告審査部への取り次ぎは読者センターの判断に委ねるとのこと。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ビデオセンタースタッフも参加。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"空気を読もうとする姿勢が見られ,不思議な気持ちになりました。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"だが,生真面目な彼は少し困った顔をしてこう言った。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
どうぞ取材に来てください。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"でも党が結成されたときは,けっこう報道されていましたよ。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
陳述書に“現在も通っている”と書いてあるが?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"ファンの皆様には混乱を招いてしまい,誠に申し訳ございません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"教祖の浮気性,あくなき欲望。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
さっぱり意味がわかりません。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
心よりお悔やみ申し上げます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"そんな俗世の快楽を楽しむ彼も,インタビューには“洗礼を受けるつもり”と答えている。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"記者はその勝手な言い分に対し,“暑い中,わざわざ来てくれた警官に失礼だろう!”",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"というか,返す刀で互いを批判し合っています。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"みな,事実に基づいて恐怖と憎悪と嘲りを込めてぼくをカルトくんと呼んでくれています。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
そうだろ?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
すごいすごい。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"もちろん,まじめにやっている宗教法人もあるとは思いますが,やりたい放題やろうと思えばできてしまう構造は変える必要があるように思います。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"きっと,地上天国の中にいるのでしょう。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
過去に自らが主催した飯田氏の講演の映像もYou Tubeから削除しました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"もう一つびっくりしたことと言えば,公立学校の中には保育所が併設されているところがあるということです。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"おかしな販売をしているといっても,それはあくまでも刑事事件の話であって,公安部が出てくる筋ではありません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"地方に住む知人の僧侶によると,こんな話もありました。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"だからまあ,もう,“殺ってくれ”とは言っておいたから。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"右奥に見える重機が,我々に何かを物語っている気がしないでもありません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
とても賢い生徒さんです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"たまたま,お互いに潜入取材の最中だった。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"ホメオパシーのレメディは毒にも薬にもならない“ただの水”と砂糖玉なので,司法解剖によってわかる類の因果関係なんてあるはずもありません。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"まさか松田氏は,男性が倒れる前から消防に通報していたとでもいうつもりだったのでしょうか。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
是非書けるようになってみたい。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
どう見ても幸福の科学出版の広告です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"おおつた氏は数年前に勧誘され足立教会の通教組織である【びぎん】に所属,前線での違法な勧誘や霊感商法には関わっていなかったらしい。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"昔,阪神淡路大震災の時は,駅から重いリックを背負って,片道3時間歩いて仮設トイレ等の設置のボランティアに行きましたが,被災地の大変さは,想像以上でした。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"かなりの長文になりますが,どうかご了解をお願いします。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"政党と柴犬を同列に扱うというのも,なかなかです。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"ですから,もろもろ客観的解説やツッコミも入ります。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"その後一行は,池袋駅に移動。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"学校法人幸福の科学学園が2013年に関西校を開校するため土地を購入した滋賀県大津市内で,学園開校に反対する声が地元住民から挙がっています。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
"では,同じくメディアとしての品性のかけらもない“やや日刊カルト新聞”が,品性のかけらもない宗教者たちの過去のエロ事件を調べてみました。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
宗教は怖い?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
"また渡辺弁護士は,こうも指摘します。",ja,Japanese,Universal Dependencies Treebanks,preprocessing
その流れというのもあるので???。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
勝利の女神がどちらにほほ笑むか全く分からない展開。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ストイコビッチ監督は「浦和は最後まで目を覚ますことがなかった」と、ジョークを交えながら「柏さんにはおめでとうと言いたい」と新王者を称えた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
一団の脇をレスキューボードでライフセーバーが泳ぎ、さらにカヌー、水上バイクもその外に待機する。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
...あなたが涙を流した「SATC」のエピソードは?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ジャンボ機の愛称で知られるボーイング747のうち、約20年にわたって日航で活躍してきた国内線仕様の「400D型」の引退フライトツアーが19日あり、参加した約450人が乗り込み別れを惜しんだ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
センター街の片隅で、撮影の準備を始める大島優子さんとスタッフ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
この背景には、アメリカの金融緩和の影響で多額の資金が原油の先物市場に流れ込んでいることや、新興国の需要の拡大で国際的な原油取引の価格が上昇していることがあります。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
本格的だし、絶対に効くと思うので、いろいろな人に覚えてもらいたいです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
仮設を出た後に住みたい場所では、岩手、宮城の約6割が「以前住んでいた場所に近い高台」「同じ市町村」、福島の7割が「以前住んでいた場所」と答えた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
当初、アメリカ映画として作る発想から始まったので英語映画にしたが、舞台にニューヨークを選ばなかったのは、東京を壊すべきだと思ったから。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
このページに掲載されている記事・写真・図表などの無断転載を禁じます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
記者がアジアを飛び回っているせいか、やはりアジアの方が多いです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
警視庁は今後、役員らから事情を聴くなど、検査妨害の全容を解明する方針。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
70年ぶりに生息が確認されたクニマスの保護に向け、西湖で地元の漁業協同組合が、禁漁区を自主的に設定しました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
谷川容疑者は政治団体の構成員を名乗っていて、当時、団体の車両が中国に対する批判を繰り返す街宣活動を行っていたという。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
やがて、書きためた曲を携え、「ウクレレわらべうた」として児童館などでライブを始め、そこで出会った絵本の読み聞かせをする父親たちのグループ「パパ’S絵本プロジェクト」の活動に合流。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
昨年4月、オバマ米大統領が「核兵器のない世界を目指す」と訴えたプラハ演説以降、潮目が変わってきているのかなと、かすかな期待を抱く。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
だが08年4月、あごを骨折し3つ目の王座から陥落。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
今期の経常利益は急回復する見通しだが、中期的に見れば、震災の影響はジワジワ効いてくる。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
鋭い眼光でこちらを睨み付けるニノ、ヴィジュアル系のように自分を抱きしめるニノ、壁にへばり付き何かに怯えるニノ......。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
パク・チウォン代表は「25人の将軍級を懲戒するというが、こうした重大な問題を監査院の監査で懲戒程度で終わらせることはありえない」、「軍法会議に回付して、軍検察が徹底した調査をするように要求する」と述べた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
SMBC日興証券は2012年秋をめどにシンガポール拠点を開設する。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
3年ぶりにボランチでプレーしたので自己評価は出来ない。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
わずか半年間に重賞を3勝し、血統馬にふさわしい活躍を見せてきた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
伏兵の一発を含む11安打9得点で静岡県勢として春通算50勝を達成。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
メディアから「45年の歴史を持つメジャーリーグのドラフト史上で『最高の選手』」と言われていたストラスバーグだが、この契約金は各方面で話題になった。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
私たち去る大戦の悲惨な教訓から戦後「命どぅ宝」、基地のない平和で安全な沖縄を希求してきました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
5/13に放送されるフジテレビ系「僕らの音楽」にて、福原美穂とAIという豪華共演が決定した。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
そして次巻「約束の地で」では一気に時間が20年後へと飛ぶ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
もちろん、運転可能!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ビーチや公園、家やオフィスなど様々な場所に持ち運んで楽しむことができます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
2人は以前、男性に向かって石を投げた際に投げ返されたり、喫煙していてとがめられたりしたことがあり、恨みを募らせていたという。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
深刻度がもっとも高い「緊急」とされるのは、「Windows」に関するプログラム4件。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ただ、この質問に対する回答は、誰かに回答が固まることなく、1位の木村拓哉さんでも獲得率が5%以下と幅広くいろいろな人の名前が挙がる結果となりました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
早ければ2010年度から行う方向となった。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
車を所有する人の割合は前回平成13年度調査の71・2%から11・9ポイント減少した。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
大宮は終盤、攻勢を仕掛けるも得点は奪えず。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
本当に申し訳ない。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
独立型チャペルは、本格的なヨーロピアンテイスト。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
教室に火の気はなく、白河署と矢吹消防署は30日、実況見分し原因を調べる。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
一方で、西側の政治家や専門家の多くは、ノーベル賞委員会の決定は非常に理にかなったものであるとの評価を与えている。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
午後に入ると139円80銭付近での推移となり、結局は14銭高の139円78銭で引けた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ゴールドマン・サックス証券は257社、日本最大手の野村証券は608社。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
知床半島も、はじめて訪れた1971年から大きく変わり、羅臼の漁師の家も番屋も立派になり、ウトロには無数のホテルが建ち、「地の果て」とは言えない様変わりをしています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
企業経営者の、そして企業人一人ひとりの意識改革ではないだろうか。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
※世帯ごとに保険料の上限が決まっている。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
県では「風評被害を防ぐため」として店舗名を公表していない。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
先が気になるストーリー展開や、3人の演技に引き込まれてしまうこと間違いナシだ!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
法案が上院を通過すれば、昨年12月に下院を通過した法案と統合する必要があり、アナリストによると、その時期は5月下旬になると見込まれている。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
来場者は熱心に見入っていた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
入場無料。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
当面は同省職員2人を派遣。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
株式会社GCIキャピタルは、信頼できる情報をもとに本資料を作成しておりますが、正確性・完全性について株式会社GCIキャピタルが責任を負うものではありません。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
そのあだ名の通り、女性を見ると口説き、襲おうとするリョウちゃん。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
男女が親交を深めやすいようにと、ピザ作り体験などを企画の柱にしたところ大好評となった。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
恵まれた身体能力を生かした守備はもちろん、闘争心をむき出しに前線へと駆け上がるプレーで相手を翻弄。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ベストアルバム『BAD TIMES』をリリースすることが明らかになりました!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
震災を考慮して街頭運動が一部異例の選挙戦がスタートした。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
トッティは試合後に「この記録を誇りに思うが、ここで止まることはない」とコメント。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
尾崎淳介校長は「水筒を持たせ、帽子をかぶるように指導していた。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
自由で不思議でキュートな女の子、AKB48チームBのメンバーメンバー小林香菜。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
景観・社会・文化・報道・文化遺産・近代史写真等、豊富なジャンルでご対応!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
過去に記者会見で歌を歌った選手などがいたが競技外のパフォーマンスがどうであったとしても競技で結果を残せなければ何の意味もない事をトリノ以降、協会が選手に伝えきれていない。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
18分以降、SAGAWAがボールをキープする時間が増え出し行くのだが、これはペースを握っているのではなく、前からのプレッシャーが厳しいため、一旦下げて後ろで回し、なんとか穴を探ろうとしたためにポゼッションする時間が増えただけのこと。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
通路を使って移動し、ホーム上の混雑を回避する。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
2号機の西1・1キロにある西門付近で、17日午前0時半に毎時351・4マイクロシーベルトだった放射線量が、18日午前8時には270・5マイクロシーベルトに下がった。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
簡単でおいしい上に、栄養のバランスがいいとなれば言うことなしです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
また、レートにより金額が多少左右されます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
立件に消極的だったという。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
わが外相が「重要な進展だ」と胸を張っているように見えたのは、きっと気のせいだ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
オバマ大統領は、雇用対策の恩恵を受ける教師や警官、建設労働者らを背に演説に臨み、「この法案が、人々を職場に戻していくことにつながる」とアピール。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
オーストラリア、カナダ、メキシコでも、それぞれの国の労働者が転職先を見つけることができるとの回答が高いことがわかりました,ja,Japanese,Universal Dependencies Treebanks,preprocessing
橋下知事は立候補を明言こそしなかったが、「大都市、大阪の市長に平松市長はふさわしくない。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
米中戦略・経済対話初日の米側は中国の反体制派への弾圧を厳しく批判したが、世界の経済成長については協調的な姿勢を示した。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ジャカルタの街中で自転車を利用する人が増えたように思う。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
サイトの新しい楽しみ方「屋上会議室」好評公開中!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
その名の通り、スライド全面にグラフィックを配置。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
高校時代の同級生とあって合宿中も、不安を打ち明け合っているという。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
あるいは、試練に挑もうとしない逃避癖だ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
イランが、IEF国際エネルギー・フォーラム実行委員会の常任メンバー国に選出されました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
信号変換効率を向上するとともに、超低域の歪みを改善し、低域から高域まで、すぐれた周波数特性を実現している。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
初期投資のいくらか全ての損失を被る可能性が存在します、,ja,Japanese,Universal Dependencies Treebanks,preprocessing
最初の仕切りで芳東に待ったをかけられた宝智山は、仕切り直しの立ち合いで得意の右四つとなり左上手を取ると、相手に構うことなく前に出てそのまま寄り倒した。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
父から「おまえが決意して、そこまでやるなら応援する」と思いもよらない言葉で激励された。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
西宮市は活動を大規模災害に限っているため、日常的に活動する機能別消防団員は県内初。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
東中本運動場まで徒歩5分一日600円/5台,ja,Japanese,Universal Dependencies Treebanks,preprocessing
って言ってる年齢不詳?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
キレイでオシャレな店内はずっといてもいいぐらいですね。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
自分は希望スタイルをいつも複数抱えて来店しますが、センスの良いスタッフの意見が役に立っていつも満足のいく仕上がりを施してくださいます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
あれじゃ客は来ないね、,ja,Japanese,Universal Dependencies Treebanks,preprocessing
診察は予約制なのに1時間まちはざらです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
“シールド工法”が良くわかります。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
エステは受けたことが無いので相場はわかりませんでしたが、まぁ、これなら妥当かな、という感じでした。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
父には90分コースをセレクトしましたが、新規価格ということで少しお得になっていました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
友人の紹介で東京の出張マッサージを利用。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
スタッフがフレンドリー。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
お皿は全て重ねてたのですが、しばらくすると女性の従業員が来て、こちらのトロ刺身のお皿はお取りになられましたか?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
営業時間は朝9時~夜7時までみたいですが、人気のあるパンはすぐなくなってしまいます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
大門側から高野山に入って最初の信号にある出光興産系のガソリンスタンド。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
テレビにて、こちらの店を知りましたが、こだわりの店と認識していたので正直がっかりさせられました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
アアルトさんのコーヒー豆を使ったコーヒーは文句のつけようなし!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
値段も普通くらいかな。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
いつも割りと混んでる。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
宴会が入って忙しかったのかも知れないが、接客は最悪、味も最低、刺身の盛り合わせは水っぽく、町のスーパーで売っている最低ランクの刺身と同じ味。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
夜は5時に行くのが1番です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
治療やケアの方も素晴らしく、待合室もここが歯医者だと忘れてしまうくらい立派です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
料理も美味しいし、女将・スタッフの皆さんよい感じでしたよ!,ja,Japanese,Universal Dependencies Treebanks,preprocessing
この様な担当者の姿勢、とても良いと思います。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
他社と比べても初めての見積もりの内容が非常に具体的でイメージがわきやすく好印象でした。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
持ってきてくれるのはいいのですが、他のメニューは食べ終わってしまって「おあずけ」状態です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
また、この店は、土日になるとドライブスルー渋滞ができます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
料理は美味しい、雰囲気も良い、なによりお酒が美味しい。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
最近かなり混んで来ましたが先生は相変わらずマイペースでしっかり診療してくれるので予約が遅くなっても不満はありません。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
参ったなぁ、と途方にくれた時ふと最初に「あれではないよな」と思っていた不動明王の像があるお墓。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
バッティングセンターとビリヤード台もあって、仕出しをとれる会議室もあり、小さいながらも施設機能は充実してます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
子供お祝い返しに買ったロールケーキがカビていたので、本当に怒りしんとうでした,ja,Japanese,Universal Dependencies Treebanks,preprocessing
すごく親身にお世話してくれました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
最近出来た新しい産婦人科と悩みましたが、こちらの病院を選び正解だったと感じてます。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
その時からのだから?,ja,Japanese,Universal Dependencies Treebanks,preprocessing
美味しいおせんべいの他、ワッフルやゼリーなどもオススメです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ずっとコンプレックスだったので、キレイにしていただけて本当に良かったです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
とりあえず生ビールから始め、華のれんさんのサイトで気になってた「ばくだん」という名物料理でまずは一杯。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
Tacoは1つ3ドルぐらい。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ゼクシィを見て、いろいろなお店に体験に行きましたが、このお店が圧倒的によかったので、通うことにしました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
私はあまりエステにお金をかけれないと思い色々なエステサロンに相談にすごく親身になって下さり他のエステさんより安心できました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
着付けや和装ヘアスタイルが得意。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
スタッフの皆さんが笑顔で接してくれて、全然緊張することなく過ごせました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
デスクワークで固まった肩や背中を、アロママッサージで気持ちよくほぐしていただいて助かります。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
最後まで熱々で食べれる温度管理白馬近辺でラーメンと言ったらここですかね。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
声もほとんど筒抜け状態であった。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
隠れ家居酒屋という名前にぴったり。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
私たちの場合、金銭に絡んだ多重債務の処理等たくさん手がけているとのことで安心して相談できました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
在庫の様子がよくわからないけど、デパートの中なのでたぶん小さい。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
若いお客さんよりそれ相応の年代のお客が多く、落ち着いて飲めるBarです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
出入り口の交差点はもともと歩行者や自転車が多いので、かなり混雑しています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
食べきれないくらい出てきました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
小さいお子さんがいるお母さんには最高のお店です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
値段は間違えてぼられるし刺身は最悪でした,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ソフトバンク直営店より高く売っています,ja,Japanese,Universal Dependencies Treebanks,preprocessing
しかしこのフロントの女性は、結局エレベーターに乗れずに階段を下りてきた私たちに向かって、「タクシーがずーーーっと待ってますので、急いでください」と言ってきました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ビンや缶に入っているのは糀が死んでいるのですね。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
大きなお店は苦手なので私にとってはアットホームな感じで楽しい時間を過ごすことができ大満足です。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
まだまだ聞きとれない単語もいっぱいですが、最近は英語を聞いてもビクッと構えることなくどんどん質問しちゃってます、,ja,Japanese,Universal Dependencies Treebanks,preprocessing
レッスンが楽しみで、何をしても長続きしない私でも、週1回きっちり通えています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
また問診についてですが、他所受診にて原因不明のままの痛みについてしばらくの間レントゲンではなくMRI検査を検討していた為、やはり検査手段について医師と相談したかったです。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
なかなか、女性一人で、ゆっくり、休める宿は少ない、,ja,Japanese,Universal Dependencies Treebanks,preprocessing
高松以外のホテルエリアワンを利用したことがあり、その際にサービス、ホテルの施設などが気に入って、今回も利用させていただくことにしました。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
色々な飲食店が乱立する中、老舗の安定感と手軽さを兼ね揃えています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
ただ、自分で同じような柔軟やマッサージをしてみてもうまくできないようだ。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
席数はあまり多くないお店だが、食事の内容には満足出来る。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
整体やマッサージで良くならなかった人にもオススメします。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
こちらのホテルは多少の設備の古さは感じなくも無いものの、スタッフさんのサービスが普通のホテルのように行き届いています。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
この低料金でこの設備を提供してくれるのはありがたいですね。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
仕事に疲れてフラフラでチェックインしても、フロントの方をはじめホテルのスタッフの方々が気持ちのいい対応をしてくれるので、泊まりに行きたくなります。,ja,Japanese,Universal Dependencies Treebanks,preprocessing
