text,iso_code,language_name,source,usage,detected_script,cleaned_text
六年後的1956年3月8日，位於德國漢諾威新建成的福斯商用車工廠正式啟用，原狼堡工廠停止生產福斯廂型車。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"六 年 後 的 年 月 日 , 位 於 德 國 漢 諾 威 新 建 成 的 福 斯 商 用 車 工 廠 正 式 啟 用 , 原 狼 堡 工 廠 停 止 生 產 福 斯 廂 型 車 。"
通過將原型的不斷完善，其具有了更低的風阻係數、更佳的操控性和耐用度。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"通 過 將 原 型 的 不 斷 完 善 , 其 具 有 了 更 低 的 風 阻 係 數 、 更 佳 的 操 控 性 和 耐 用 度 。"
大佛口亦為灣仔區議會其中一個選區，現任議員為親建制的民建聯成員李勻頤。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 佛 口 亦 為 灣 仔 區 議 會 其 中 一 個 選 區 , 現 任 議 員 為 親 建 制 的 民 建 聯 成 員 李 勻 頤 。"
大興邨位於今天和平區桂林路與衡陽路之間的重慶道上，總建築面積為5900平方米，其中佔地面積為6100平方米。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 興 邨 位 於 今 天 和 平 區 桂 林 路 與 衡 陽 路 之 間 的 重 慶 道 上 , 總 建 築 面 積 為 平 方 米 , 其 中 佔 地 面 積 為 平 方 米 。"
大同寶寶是台灣的大同公司於1969年推出的吉祥物。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,大 同 寶 寶 是 台 灣 的 大 同 公 司 於 年 推 出 的 吉 祥 物 。
也就是說，該航程主要吸引美海軍戰鬥機向大和攻擊隊迎戰，緩和對日本特攻機的攻擊。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"也 就 是 說 , 該 航 程 主 要 吸 引 美 海 軍 戰 鬥 機 向 大 和 攻 擊 隊 迎 戰 , 緩 和 對 日 本 特 攻 機 的 攻 擊 。"
"在3月30日，美軍軍機在呉軍港及廣島灣佈置了1,034個水雷，由於需要時間清除水雷，所以令返回呉軍港相當困難。",zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"在 月 日 , 美 軍 軍 機 在 呉 軍 港 及 廣 島 灣 佈 置 了 , 個 水 雷 , 由 於 需 要 時 間 清 除 水 雷 , 所 以 令 返 回 呉 軍 港 相 當 困 難 。"
往返的航程中，第一砲塔因美軍的轟炸而中了4枚炸彈，但對後續戰鬥沒有影響。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"往 返 的 航 程 中 , 第 一 砲 塔 因 美 軍 的 轟 炸 而 中 了 枚 炸 彈 , 但 對 後 續 戰 鬥 沒 有 影 響 。"
唯一出現的人類角色，也是養育大嘴鳥的人，角色原型是凡爾納的小說環遊世界八十天中名為「萬事通」的助手。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"唯 一 出 現 的 人 類 角 色 , 也 是 養 育 大 嘴 鳥 的 人 , 角 色 原 型 是 凡 爾 納 的 小 說 環 遊 世 界 八 十 天 中 名 為 「 萬 事 通 」 的 助 手 。"
龍頭由藤條屈曲為骨架；龍牙以鋸齒的鐵片造成；雙眼是手電筒；舌頭是漆紅的木片。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,龍 頭 由 藤 條 屈 曲 為 骨 架 ; 龍 牙 以 鋸 齒 的 鐵 片 造 成 ; 雙 眼 是 手 電 筒 ; 舌 頭 是 漆 紅 的 木 片 。
在活動期間，該縣被廣東省文化廳授予廣東省「漢樂之鄉」稱號。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"在 活 動 期 間 , 該 縣 被 廣 東 省 文 化 廳 授 予 廣 東 省 「 漢 樂 之 鄉 」 稱 號 。"
此作也被改編成真人電影、小說、動畫等。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,此 作 也 被 改 編 成 真 人 電 影 、 小 說 、 動 畫 等 。
大孔多孔菌，屬多孔菌科一種，是木棲腐生的中小型菇類。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 孔 多 孔 菌 , 屬 多 孔 菌 科 一 種 , 是 木 棲 腐 生 的 中 小 型 菇 類 。"
大安國際大樓是位於臺灣臺中市南區忠明南路上的一幢摩天大樓，樓高151.2米，共地上42層，地下4層。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 安 國 際 大 樓 是 位 於 臺 灣 臺 中 市 南 區 忠 明 南 路 上 的 一 幢 摩 天 大 樓 , 樓 高 . 米 , 共 地 上 層 , 地 下 層 。"
2005年12月，該劇在橫店開機，除保留了原製作班底，主要演員全部更換。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 月 , 該 劇 在 橫 店 開 機 , 除 保 留 了 原 製 作 班 底 , 主 要 演 員 全 部 更 換 。"
據媒體引述，共約1500名國立大學教員涉案，檢調單位陸續約談了其中約700人。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"據 媒 體 引 述 , 共 約 名 國 立 大 學 教 員 涉 案 , 檢 調 單 位 陸 續 約 談 了 其 中 約 人 。"
黃昏時，夕陽照在山脈上，石頭反射著通紅色，像著了火一樣，蔚為奇觀。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"黃 昏 時 , 夕 陽 照 在 山 脈 上 , 石 頭 反 射 著 通 紅 色 , 像 著 了 火 一 樣 , 蔚 為 奇 觀 。"
最大振幅的大氣潮產生於日間太陽輻射對對流層的水蒸氣和平流層的臭氧周期性加熱。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,最 大 振 幅 的 大 氣 潮 產 生 於 日 間 太 陽 輻 射 對 對 流 層 的 水 蒸 氣 和 平 流 層 的 臭 氧 周 期 性 加 熱 。
1949年之後，廣州地區鐵路運量逐年增大，廣州鐵路分局也對鐵路及站場進行整體改造。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 之 後 , 廣 州 地 區 鐵 路 運 量 逐 年 增 大 , 廣 州 鐵 路 分 局 也 對 鐵 路 及 站 場 進 行 整 體 改 造 。"
2011年7月21日，大津祐樹和德國足球甲級聯賽球隊門興格拉德巴赫簽約三年。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 月 日 , 大 津 祐 樹 和 德 國 足 球 甲 級 聯 賽 球 隊 門 興 格 拉 德 巴 赫 簽 約 三 年 。"
這些人大量捕殺大海牛，吃牠們的肉、用牠們的皮來製造與修補船隻。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"這 些 人 大 量 捕 殺 大 海 牛 , 吃 牠 們 的 肉 、 用 牠 們 的 皮 來 製 造 與 修 補 船 隻 。"
2006年，桃園縣政府結合蔣公行館、角板山行館、慈湖陵寢、大溪陵寢、慈湖雕塑紀念公園為「兩蔣文化園區」。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 , 桃 園 縣 政 府 結 合 蔣 公 行 館 、 角 板 山 行 館 、 慈 湖 陵 寢 、 大 溪 陵 寢 、 慈 湖 雕 塑 紀 念 公 園 為 「 兩 蔣 文 化 園 區 」 。"
海域東北處有一島嶼名為塔門，形成連接大赤門的海域及連接大鵬灣的塔門口。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"海 域 東 北 處 有 一 島 嶼 名 為 塔 門 , 形 成 連 接 大 赤 門 的 海 域 及 連 接 大 鵬 灣 的 塔 門 口 。"
車站建於1928年，有蒙寶鐵路經過該站，現僅辦理貨運，不辦理客運業務，車站及其上下行區間均未電氣化。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"車 站 建 於 年 , 有 蒙 寶 鐵 路 經 過 該 站 , 現 僅 辦 理 貨 運 , 不 辦 理 客 運 業 務 , 車 站 及 其 上 下 行 區 間 均 未 電 氣 化 。"
大石橋鄉，是下轄的一個鄉鎮級行政單位。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 石 橋 鄉 , 是 下 轄 的 一 個 鄉 鎮 級 行 政 單 位 。"
大統華擁有四處物流中心，其中3處在大溫哥華地區，1處在多倫多。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 統 華 擁 有 四 處 物 流 中 心 , 其 中 處 在 大 溫 哥 華 地 區 , 處 在 多 倫 多 。"
從此大統華便完全成為一間由加拿大資金經營的本地公司。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,從 此 大 統 華 便 完 全 成 為 一 間 由 加 拿 大 資 金 經 營 的 本 地 公 司 。
1933年，李吟秋主持修建新橋，工程技術人員在加固護岸的同時還加大孔徑使橋長增加約20餘米。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 , 李 吟 秋 主 持 修 建 新 橋 , 工 程 技 術 人 員 在 加 固 護 岸 的 同 時 還 加 大 孔 徑 使 橋 長 增 加 約 餘 米 。"
這裡的競爭不斷，四位妻子不斷去爭奪丈夫對自己的注意和感情，雖然大太太的競爭沒有這麼多。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"這 裡 的 競 爭 不 斷 , 四 位 妻 子 不 斷 去 爭 奪 丈 夫 對 自 己 的 注 意 和 感 情 , 雖 然 大 太 太 的 競 爭 沒 有 這 麼 多 。"
幾天以後，總經理李俊英在四川路上也被槍殺。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"幾 天 以 後 , 總 經 理 李 俊 英 在 四 川 路 上 也 被 槍 殺 。"
該報以旅滬美國僑民為主要讀者對象，著重報道美國和其他西方僑民在中國的活動。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"該 報 以 旅 滬 美 國 僑 民 為 主 要 讀 者 對 象 , 著 重 報 道 美 國 和 其 他 西 方 僑 民 在 中 國 的 活 動 。"
在2007年，耶茨將大腳類歸類於板龍類。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"在 年 , 耶 茨 將 大 腳 類 歸 類 於 板 龍 類 。"
大腳類包含大椎龍科與里奧哈龍科等科。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,大 腳 類 包 含 大 椎 龍 科 與 里 奧 哈 龍 科 等 科 。
可自創主角或者選擇遊戲提供的兩個虛擬的主角（一為葡萄牙籍，另一為西班牙籍）。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"可 自 創 主 角 或 者 選 擇 遊 戲 提 供 的 兩 個 虛 擬 的 主 角 ( 一 為 葡 萄 牙 籍 , 另 一 為 西 班 牙 籍 ) 。"
大花蕙蘭的生產地主要是日本，韓國和中國，澳洲及美國等。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 花 蕙 蘭 的 生 產 地 主 要 是 日 本 , 韓 國 和 中 國 , 澳 洲 及 美 國 等 。"
她受到野生動物保護官的父親的影響，使她也有很強的正義感。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"她 受 到 野 生 動 物 保 護 官 的 父 親 的 影 響 , 使 她 也 有 很 強 的 正 義 感 。"
另一種解釋來自奧地利經濟學派。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,另 一 種 解 釋 來 自 奧 地 利 經 濟 學 派 。
這項分析否定了存貸的作用，提出了股本衰退的假設。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"這 項 分 析 否 定 了 存 貸 的 作 用 , 提 出 了 股 本 衰 退 的 假 設 。"
大葆台站投入使用時是房山線市區一端的終點站，在本站設有臨1路公交車前往大興線新宮站並設置虛擬換乘，以解決房山線無法與其他線路換乘問題。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 葆 台 站 投 入 使 用 時 是 房 山 線 市 區 一 端 的 終 點 站 , 在 本 站 設 有 臨 路 公 交 車 前 往 大 興 線 新 宮 站 並 設 置 虛 擬 換 乘 , 以 解 決 房 山 線 無 法 與 其 他 線 路 換 乘 問 題 。"
Rize在當年的聖丹斯電影節首映。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,R i z e 在 當 年 的 聖 丹 斯 電 影 節 首 映 。
他也參與了Courtney Love新專輯的製作。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,他 也 參 與 了 C o u r t n e y L o v e 新 專 輯 的 製 作 。
這場秀大量使用了各種影片技術，舞台佈景中還包括了一面巨形LED螢幕牆。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"這 場 秀 大 量 使 用 了 各 種 影 片 技 術 , 舞 台 佈 景 中 還 包 括 了 一 面 巨 形 L E D 螢 幕 牆 。"
《紐約時報》認為本劇「深刻地揭示了現實生活中，野心與自省之間的無休止爭鬥」。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"《 紐 約 時 報 》 認 為 本 劇 「 深 刻 地 揭 示 了 現 實 生 活 中 , 野 心 與 自 省 之 間 的 無 休 止 爭 鬥 」 。"
儘管本劇在收視率上並不理想（第一季全年收視排行第27名，第二季為第46名），但是並不妨礙本劇成為「艾美獎寵兒」。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"儘 管 本 劇 在 收 視 率 上 並 不 理 想 ( 第 一 季 全 年 收 視 排 行 第 名 , 第 二 季 為 第 名 ) , 但 是 並 不 妨 礙 本 劇 成 為 「 艾 美 獎 寵 兒 」 。"
迦陵舍利塔為松柏環繞，南面一棵松樹，北面一棵柏樹，松樹和柏樹的枝條向白塔生長，似乎是要伸手將白塔抱住，因此得名松柏抱塔。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"迦 陵 舍 利 塔 為 松 柏 環 繞 , 南 面 一 棵 松 樹 , 北 面 一 棵 柏 樹 , 松 樹 和 柏 樹 的 枝 條 向 白 塔 生 長 , 似 乎 是 要 伸 手 將 白 塔 抱 住 , 因 此 得 名 松 柏 抱 塔 。"
1920年（大正九年）8月，澤田俊郎歸國到仙台結婚，後偕新婚妻子再度回到滿洲。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 ( 大 正 九 年 ) 月 , 澤 田 俊 郎 歸 國 到 仙 台 結 婚 , 後 偕 新 婚 妻 子 再 度 回 到 滿 洲 。"
1921年（大正十年）6月，澤田俊郎的長男在滿洲出生。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 ( 大 正 十 年 ) 月 , 澤 田 俊 郎 的 長 男 在 滿 洲 出 生 。"
哥特式建築，位於中山路和玉光街之間。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"哥 特 式 建 築 , 位 於 中 山 路 和 玉 光 街 之 間 。"
最終沙俄戰敗，規劃未能實現。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"最 終 沙 俄 戰 敗 , 規 劃 未 能 實 現 。"
同年，該公司宣布，自2006年1月1日起大幅削減對全國的退休人員的衛生保健開銷。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"同 年 , 該 公 司 宣 布 , 自 年 月 日 起 大 幅 削 減 對 全 國 的 退 休 人 員 的 衛 生 保 健 開 銷 。"
該公司總部設在德國漢諾威。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,該 公 司 總 部 設 在 德 國 漢 諾 威 。
《大雄的宇宙開拓史》，是藤子·F·不二雄執筆，於1980年9月號到1981年2月連載於《快樂快樂月刊》月刊，是《哆啦A夢》大長篇的一部分。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"《 大 雄 的 宇 宙 開 拓 史 》 , 是 藤 子 · F · 不 二 雄 執 筆 , 於 年 月 號 到 年 月 連 載 於 《 快 樂 快 樂 月 刊 》 月 刊 , 是 《 哆 啦 A 夢 》 大 長 篇 的 一 部 分 。"
3月1日在為高宗舉行國葬時，韓國民眾藉機在各地遊行，韓國獨立運動者在京城塔洞公園發表了獨立宣言，要求韓國獨立，是為「三一運動」。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"月 日 在 為 高 宗 舉 行 國 葬 時 , 韓 國 民 眾 藉 機 在 各 地 遊 行 , 韓 國 獨 立 運 動 者 在 京 城 塔 洞 公 園 發 表 了 獨 立 宣 言 , 要 求 韓 國 獨 立 , 是 為 「 三 一 運 動 」 。"
朝韓分治後，大韓民國經歷了民主與獨裁統治的反覆交替。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"朝 韓 分 治 後 , 大 韓 民 國 經 歷 了 民 主 與 獨 裁 統 治 的 反 覆 交 替 。"
韓國氣候受東韓暖流影響，氣候相對溫暖濕潤，與日本氣候相似。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"韓 國 氣 候 受 東 韓 暖 流 影 響 , 氣 候 相 對 溫 暖 濕 潤 , 與 日 本 氣 候 相 似 。"
大額蛇鰻，為輻鰭魚綱鰻鱺目糯鰻亞目蛇鰻科的其中一種，分布於中東太平洋區，從加利福尼亞灣中部至巴拿馬海域，棲息深度35-760公尺，體長可達86公分，棲息在沙泥底質海域，為底棲性魚類，屬肉食性，生活習性不明。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"大 額 蛇 鰻 , 為 輻 鰭 魚 綱 鰻 鱺 目 糯 鰻 亞 目 蛇 鰻 科 的 其 中 一 種 , 分 布 於 中 東 太 平 洋 區 , 從 加 利 福 尼 亞 灣 中 部 至 巴 拿 馬 海 域 , 棲 息 深 度 - 公 尺 , 體 長 可 達 公 分 , 棲 息 在 沙 泥 底 質 海 域 , 為 底 棲 性 魚 類 , 屬 肉 食 性 , 生 活 習 性 不 明 。"
"2010年有教友54,942人、廿一個堂區、廿九名司鐸。",zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 有 教 友 , 人 、 廿 一 個 堂 區 、 廿 九 名 司 鐸 。"
教區成立於1956年12月17日，包括蘭巴耶克大區和卡哈馬卡大區的聖克魯斯省。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 區 成 立 於 年 月 日 , 包 括 蘭 巴 耶 克 大 區 和 卡 哈 馬 卡 大 區 的 聖 克 魯 斯 省 。"
天主教安國教區是中國第一批6個國籍教區中教友人數較多的一個。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,天 主 教 安 國 教 區 是 中 國 第 一 批 個 國 籍 教 區 中 教 友 人 數 較 多 的 一 個 。
"教長區成立於1951年11月14日，1997年有教友10,000人、四個堂區、五名司鐸。",zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 長 區 成 立 於 年 月 日 , 年 有 教 友 , 人 、 四 個 堂 區 、 五 名 司 鐸 。"
教區下轄七十四個堂區，有八十七名司鐸。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 區 下 轄 七 十 四 個 堂 區 , 有 八 十 七 名 司 鐸 。"
現任主教為朱斯廷·蘇敏德。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,現 任 主 教 為 朱 斯 廷 · 蘇 敏 德 。
1815年，嘉慶皇帝強化禁教，將法國籍主教徐德新等11名傳教士，斬首於成都，並懸頭於城門三日。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 , 嘉 慶 皇 帝 強 化 禁 教 , 將 法 國 籍 主 教 徐 德 新 等 名 傳 教 士 , 斬 首 於 成 都 , 並 懸 頭 於 城 門 三 日 。"
教區下轄218個堂區，有327名司鐸。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 區 下 轄 個 堂 區 , 有 名 司 鐸 。"
教區成立於2013年2月22日，範圍包括高原省。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 區 成 立 於 年 月 日 , 範 圍 包 括 高 原 省 。"
教區成立於1969年7月18日，位於布宜諾斯艾利斯省馬坦薩縣。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"教 區 成 立 於 年 月 日 , 位 於 布 宜 諾 斯 艾 利 斯 省 馬 坦 薩 縣 。"
中國有35屬約206種，主要分佈在南方各地。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"中 國 有 屬 約 種 , 主 要 分 佈 在 南 方 各 地 。"
那座天后廟位於天后廟道，建於1747年。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"那 座 天 后 廟 位 於 天 后 廟 道 , 建 於 年 。"
和其他動作作品中敵人的破壞不同，《天地創造》引入了創造主題，這也激發玩家想像他們行動可能帶來的效果。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"和 其 他 動 作 作 品 中 敵 人 的 破 壞 不 同 , 《 天 地 創 造 》 引 入 了 創 造 主 題 , 這 也 激 發 玩 家 想 像 他 們 行 動 可 能 帶 來 的 效 果 。"
在植物的幫助下，阿空穿過了基亞那山。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"在 植 物 的 幫 助 下 , 阿 空 穿 過 了 基 亞 那 山 。"
遊戲世界以俯視視角顯示，並使用動作制即時戰鬥系統，通過跑動、跳躍、攻擊，或將這些動作結合，玩家可使用不同的技能。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"遊 戲 世 界 以 俯 視 視 角 顯 示 , 並 使 用 動 作 制 即 時 戰 鬥 系 統 , 通 過 跑 動 、 跳 躍 、 攻 擊 , 或 將 這 些 動 作 結 合 , 玩 家 可 使 用 不 同 的 技 能 。"
因為非常有威嚴，往往一般認為她是園長。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"因 為 非 常 有 威 嚴 , 往 往 一 般 認 為 她 是 園 長 。"
添和李護士懷疑鄭明有寶物私藏著，乃引誘他吐露寶物所在。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"添 和 李 護 士 懷 疑 鄭 明 有 寶 物 私 藏 著 , 乃 引 誘 他 吐 露 寶 物 所 在 。"
界人曾說過很喜歡她出的謎題。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,界 人 曾 說 過 很 喜 歡 她 出 的 謎 題 。
每出一題，探長會指定任一參賽者回答該題，答對者加50分。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"每 出 一 題 , 探 長 會 指 定 任 一 參 賽 者 回 答 該 題 , 答 對 者 加 分 。"
每集統計兩隊總分，總分最高者即是該集的優勝隊，優勝隊隊員各獲得同一個獎品。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"每 集 統 計 兩 隊 總 分 , 總 分 最 高 者 即 是 該 集 的 優 勝 隊 , 優 勝 隊 隊 員 各 獲 得 同 一 個 獎 品 。"
這和世界上其他的編號系統有所差異。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,這 和 世 界 上 其 他 的 編 號 系 統 有 所 差 異 。
河長176千米，流域面積3700平方千米，年均流量11立方米每秒。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"河 長 千 米 , 流 域 面 積 平 方 千 米 , 年 均 流 量 立 方 米 每 秒 。"
到了2004年5月，天水圍北唯一私人屋苑慧景軒正式入伙。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"到 了 年 月 , 天 水 圍 北 唯 一 私 人 屋 苑 慧 景 軒 正 式 入 伙 。"
為營造新一代新市鎮形象，當年所規劃屋邨均設有大量休憩用地，並且設有少量預留空間作日後發展。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"為 營 造 新 一 代 新 市 鎮 形 象 , 當 年 所 規 劃 屋 邨 均 設 有 大 量 休 憩 用 地 , 並 且 設 有 少 量 預 留 空 間 作 日 後 發 展 。"
天津利順德大飯店是天津市歷史上第一家外資大飯店，在近代史上曾是重要的外交活動場所，英國、美國、加拿大、日本等國家曾先後將領事館設於酒店內。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"天 津 利 順 德 大 飯 店 是 天 津 市 歷 史 上 第 一 家 外 資 大 飯 店 , 在 近 代 史 上 曾 是 重 要 的 外 交 活 動 場 所 , 英 國 、 美 國 、 加 拿 大 、 日 本 等 國 家 曾 先 後 將 領 事 館 設 於 酒 店 內 。"
根據天津市地域內的地貌、氣候、土壤、植被等的自然條件的差異，以滿足城市需求為目標天津市的農業可分為都市型、濱海型和城郊型，據此天津市域的農業區劃可以劃分為都市型環城農業區、都市型濱海農業區、城郊型平原綜合農業區和城郊型山區生態農業區四個農業區劃。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"根 據 天 津 市 地 域 內 的 地 貌 、 氣 候 、 土 壤 、 植 被 等 的 自 然 條 件 的 差 異 , 以 滿 足 城 市 需 求 為 目 標 天 津 市 的 農 業 可 分 為 都 市 型 、 濱 海 型 和 城 郊 型 , 據 此 天 津 市 域 的 農 業 區 劃 可 以 劃 分 為 都 市 型 環 城 農 業 區 、 都 市 型 濱 海 農 業 區 、 城 郊 型 平 原 綜 合 農 業 區 和 城 郊 型 山 區 生 態 農 業 區 四 個 農 業 區 劃 。"
除此之外，天津市河東區還管轄位於河北省涉縣的一塊飛地，即天津鐵廠街道。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"除 此 之 外 , 天 津 市 河 東 區 還 管 轄 位 於 河 北 省 涉 縣 的 一 塊 飛 地 , 即 天 津 鐵 廠 街 道 。"
天津市人民政府駐烏魯木齊辦事處，是中華人民共和國天津市人民政府駐烏魯木齊市的辦事處，該辦事處負責領導聯絡協調、招商引資、信息調研、對外宣傳、接待服務以及服務駐烏魯木齊市天津企業等相關事項。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"天 津 市 人 民 政 府 駐 烏 魯 木 齊 辦 事 處 , 是 中 華 人 民 共 和 國 天 津 市 人 民 政 府 駐 烏 魯 木 齊 市 的 辦 事 處 , 該 辦 事 處 負 責 領 導 聯 絡 協 調 、 招 商 引 資 、 信 息 調 研 、 對 外 宣 傳 、 接 待 服 務 以 及 服 務 駐 烏 魯 木 齊 市 天 津 企 業 等 相 關 事 項 。"
歷史上，1982年11月至1994年10月期間，天津市人民政府建立了駐福州和駐廈門辦事處。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"歷 史 上 , 年 月 至 年 月 期 間 , 天 津 市 人 民 政 府 建 立 了 駐 福 州 和 駐 廈 門 辦 事 處 。"
1919年擴建東廠後，年產量可達6萬2千多噸。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 擴 建 東 廠 後 , 年 產 量 可 達 萬 千 多 噸 。"
1959年3月13日，永久沽廠改為隸屬於河北省化學石油工業廳。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"年 月 日 , 永 久 沽 廠 改 為 隸 屬 於 河 北 省 化 學 石 油 工 業 廳 。"
參賽者於前三個提示可以允許失誤。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,參 賽 者 於 前 三 個 提 示 可 以 允 許 失 誤 。
偉是一名國軍空軍飛行少尉，是來自於一個顯赫家族的二少爺。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"偉 是 一 名 國 軍 空 軍 飛 行 少 尉 , 是 來 自 於 一 個 顯 赫 家 族 的 二 少 爺 。"
牠們身體的顏色非常顯目，雄性為藍色，雌性則為綠色。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"牠 們 身 體 的 顏 色 非 常 顯 目 , 雄 性 為 藍 色 , 雌 性 則 為 綠 色 。"
因發展迅速，眾多支派經幾番整合於西元1988年正式成立社會團體「中華民國一貫道總會」，同時向台灣政府登記為「一貫道」。,zh,Chinese,Universal Dependencies Treebanks,preprocessing,chinese,"因 發 展 迅 速 , 眾 多 支 派 經 幾 番 整 合 於 西 元 年 正 式 成 立 社 會 團 體 「 中 華 民 國 一 貫 道 總 會 」 , 同 時 向 台 灣 政 府 登 記 為 「 一 貫 道 」 。"
